"1","sp001","GR00",11,"GR",0,"ter","ausente","coriacea",0.001,"1","abundant"
"2","sp001","MR00",11,"MR",0,"ter","ausente","coriacea",0.001,"2","abundant"
"3","sp001","PR00",248,"PR",0,"ter","ausente","coriacea",0.001,"3","abundant"
"4","sp001","GR010",0,"GR",10,"ter","ausente","coriacea",0.0081428571,"4","abundant"
"5","sp001","MR010",0,"MR",10,"ter","ausente","coriacea",0.0081428571,"5","abundant"
"6","sp001","PR010",0,"PR",10,"ter","ausente","coriacea",0.0081428571,"6","abundant"
"7","sp001","GR50",0,"GR",50,"ter","ausente","coriacea",0.0367142857,"7","abundant"
"8","sp001","MR50",0,"MR",50,"ter","ausente","coriacea",0.0367142857,"8","abundant"
"9","sp001","PR50",0,"PR",50,"ter","ausente","coriacea",0.0367142857,"9","abundant"
"10","sp001","GR200",0,"GR",200,"ter","ausente","coriacea",0.1438571429,"10","abundant"
"11","sp001","MR200",0,"MR",200,"ter","ausente","coriacea",0.1438571429,"11","abundant"
"12","sp001","PR200",0,"PR",200,"ter","ausente","coriacea",0.1438571429,"12","abundant"
"13","sp001","GR400",0,"GR",400,"ter","ausente","coriacea",0.2867142857,"13","abundant"
"14","sp001","MR400",0,"MR",400,"ter","ausente","coriacea",0.2867142857,"14","abundant"
"15","sp001","PR400",0,"PR",400,"ter","ausente","coriacea",0.2867142857,"15","abundant"
"16","sp001","GR600",0,"GR",600,"ter","ausente","coriacea",0.4295714286,"16","abundant"
"17","sp001","MR600",0,"MR",600,"ter","ausente","coriacea",0.4295714286,"17","abundant"
"18","sp001","PR600",0,"PR",600,"ter","ausente","coriacea",0.4295714286,"18","abundant"
"19","sp001","GR800",0,"GR",800,"ter","ausente","coriacea",0.5724285714,"19","abundant"
"20","sp001","MR800",0,"MR",800,"ter","ausente","coriacea",0.5724285714,"20","abundant"
"21","sp001","PR800",0,"PR",800,"ter","ausente","coriacea",0.5724285714,"21","abundant"
"22","sp001","GR1000",0,"GR",1000,"ter","ausente","coriacea",0.7152857143,"22","abundant"
"23","sp001","MR1000",0,"MR",1000,"ter","ausente","coriacea",0.7152857143,"23","abundant"
"24","sp001","PR1000",0,"PR",1000,"ter","ausente","coriacea",0.7152857143,"24","abundant"
"25","sp001","GR1200",0,"GR",1200,"ter","ausente","coriacea",0.8581428571,"25","abundant"
"26","sp001","MR1200",0,"MR",1200,"ter","ausente","coriacea",0.8581428571,"26","abundant"
"27","sp001","PR1200",0,"PR",1200,"ter","ausente","coriacea",0.8581428571,"27","abundant"
"28","sp001","GR1400",0,"GR",1400,"ter","ausente","coriacea",1.001,"28","abundant"
"29","sp001","MR1400",0,"MR",1400,"ter","ausente","coriacea",1.001,"29","abundant"
"30","sp001","PR1400",0,"PR",1400,"ter","ausente","coriacea",1.001,"30","abundant"
"31","sp002","GR00",0,"GR",0,"ter","presente","membranacea",0.001,"1","rare"
"32","sp002","MR00",0,"MR",0,"ter","presente","membranacea",0.001,"2","rare"
"33","sp002","PR00",0,"PR",0,"ter","presente","membranacea",0.001,"3","rare"
"34","sp002","GR010",0,"GR",10,"ter","presente","membranacea",0.0081428571,"4","rare"
"35","sp002","MR010",0,"MR",10,"ter","presente","membranacea",0.0081428571,"5","rare"
"36","sp002","PR010",0,"PR",10,"ter","presente","membranacea",0.0081428571,"6","rare"
"37","sp002","GR50",0,"GR",50,"ter","presente","membranacea",0.0367142857,"7","rare"
"38","sp002","MR50",0,"MR",50,"ter","presente","membranacea",0.0367142857,"8","rare"
"39","sp002","PR50",0,"PR",50,"ter","presente","membranacea",0.0367142857,"9","rare"
"40","sp002","GR200",1,"GR",200,"ter","presente","membranacea",0.1438571429,"10","rare"
"41","sp002","MR200",0,"MR",200,"ter","presente","membranacea",0.1438571429,"11","rare"
"42","sp002","PR200",6,"PR",200,"ter","presente","membranacea",0.1438571429,"12","rare"
"43","sp002","GR400",0,"GR",400,"ter","presente","membranacea",0.2867142857,"13","rare"
"44","sp002","MR400",0,"MR",400,"ter","presente","membranacea",0.2867142857,"14","rare"
"45","sp002","PR400",0,"PR",400,"ter","presente","membranacea",0.2867142857,"15","rare"
"46","sp002","GR600",0,"GR",600,"ter","presente","membranacea",0.4295714286,"16","rare"
"47","sp002","MR600",0,"MR",600,"ter","presente","membranacea",0.4295714286,"17","rare"
"48","sp002","PR600",0,"PR",600,"ter","presente","membranacea",0.4295714286,"18","rare"
"49","sp002","GR800",0,"GR",800,"ter","presente","membranacea",0.5724285714,"19","rare"
"50","sp002","MR800",0,"MR",800,"ter","presente","membranacea",0.5724285714,"20","rare"
"51","sp002","PR800",0,"PR",800,"ter","presente","membranacea",0.5724285714,"21","rare"
"52","sp002","GR1000",0,"GR",1000,"ter","presente","membranacea",0.7152857143,"22","rare"
"53","sp002","MR1000",0,"MR",1000,"ter","presente","membranacea",0.7152857143,"23","rare"
"54","sp002","PR1000",0,"PR",1000,"ter","presente","membranacea",0.7152857143,"24","rare"
"55","sp002","GR1200",0,"GR",1200,"ter","presente","membranacea",0.8581428571,"25","rare"
"56","sp002","MR1200",0,"MR",1200,"ter","presente","membranacea",0.8581428571,"26","rare"
"57","sp002","PR1200",0,"PR",1200,"ter","presente","membranacea",0.8581428571,"27","rare"
"58","sp002","GR1400",0,"GR",1400,"ter","presente","membranacea",1.001,"28","rare"
"59","sp002","MR1400",0,"MR",1400,"ter","presente","membranacea",1.001,"29","rare"
"60","sp002","PR1400",0,"PR",1400,"ter","presente","membranacea",1.001,"30","rare"
"61","sp003","GR00",0,"GR",0,"ter","presente","coriacea",0.001,"1","rare"
"62","sp003","MR00",0,"MR",0,"ter","presente","coriacea",0.001,"2","rare"
"63","sp003","PR00",0,"PR",0,"ter","presente","coriacea",0.001,"3","rare"
"64","sp003","GR010",0,"GR",10,"ter","presente","coriacea",0.0081428571,"4","rare"
"65","sp003","MR010",0,"MR",10,"ter","presente","coriacea",0.0081428571,"5","rare"
"66","sp003","PR010",0,"PR",10,"ter","presente","coriacea",0.0081428571,"6","rare"
"67","sp003","GR50",0,"GR",50,"ter","presente","coriacea",0.0367142857,"7","rare"
"68","sp003","MR50",16,"MR",50,"ter","presente","coriacea",0.0367142857,"8","rare"
"69","sp003","PR50",0,"PR",50,"ter","presente","coriacea",0.0367142857,"9","rare"
"70","sp003","GR200",0,"GR",200,"ter","presente","coriacea",0.1438571429,"10","rare"
"71","sp003","MR200",0,"MR",200,"ter","presente","coriacea",0.1438571429,"11","rare"
"72","sp003","PR200",0,"PR",200,"ter","presente","coriacea",0.1438571429,"12","rare"
"73","sp003","GR400",4,"GR",400,"ter","presente","coriacea",0.2867142857,"13","rare"
"74","sp003","MR400",10,"MR",400,"ter","presente","coriacea",0.2867142857,"14","rare"
"75","sp003","PR400",0,"PR",400,"ter","presente","coriacea",0.2867142857,"15","rare"
"76","sp003","GR600",0,"GR",600,"ter","presente","coriacea",0.4295714286,"16","rare"
"77","sp003","MR600",1,"MR",600,"ter","presente","coriacea",0.4295714286,"17","rare"
"78","sp003","PR600",2,"PR",600,"ter","presente","coriacea",0.4295714286,"18","rare"
"79","sp003","GR800",48,"GR",800,"ter","presente","coriacea",0.5724285714,"19","rare"
"80","sp003","MR800",1,"MR",800,"ter","presente","coriacea",0.5724285714,"20","rare"
"81","sp003","PR800",0,"PR",800,"ter","presente","coriacea",0.5724285714,"21","rare"
"82","sp003","GR1000",0,"GR",1000,"ter","presente","coriacea",0.7152857143,"22","rare"
"83","sp003","MR1000",3,"MR",1000,"ter","presente","coriacea",0.7152857143,"23","rare"
"84","sp003","PR1000",1,"PR",1000,"ter","presente","coriacea",0.7152857143,"24","rare"
"85","sp003","GR1200",0,"GR",1200,"ter","presente","coriacea",0.8581428571,"25","rare"
"86","sp003","MR1200",0,"MR",1200,"ter","presente","coriacea",0.8581428571,"26","rare"
"87","sp003","PR1200",0,"PR",1200,"ter","presente","coriacea",0.8581428571,"27","rare"
"88","sp003","GR1400",0,"GR",1400,"ter","presente","coriacea",1.001,"28","rare"
"89","sp003","MR1400",0,"MR",1400,"ter","presente","coriacea",1.001,"29","rare"
"90","sp003","PR1400",0,"PR",1400,"ter","presente","coriacea",1.001,"30","rare"
"91","sp004","GR00",0,"GR",0,"ter","presente","coriacea",0.001,"1","rare"
"92","sp004","MR00",0,"MR",0,"ter","presente","coriacea",0.001,"2","rare"
"93","sp004","PR00",0,"PR",0,"ter","presente","coriacea",0.001,"3","rare"
"94","sp004","GR010",0,"GR",10,"ter","presente","coriacea",0.0081428571,"4","rare"
"95","sp004","MR010",0,"MR",10,"ter","presente","coriacea",0.0081428571,"5","rare"
"96","sp004","PR010",0,"PR",10,"ter","presente","coriacea",0.0081428571,"6","rare"
"97","sp004","GR50",0,"GR",50,"ter","presente","coriacea",0.0367142857,"7","rare"
"98","sp004","MR50",1,"MR",50,"ter","presente","coriacea",0.0367142857,"8","rare"
"99","sp004","PR50",0,"PR",50,"ter","presente","coriacea",0.0367142857,"9","rare"
"100","sp004","GR200",22,"GR",200,"ter","presente","coriacea",0.1438571429,"10","rare"
"101","sp004","MR200",13,"MR",200,"ter","presente","coriacea",0.1438571429,"11","rare"
"102","sp004","PR200",0,"PR",200,"ter","presente","coriacea",0.1438571429,"12","rare"
"103","sp004","GR400",17,"GR",400,"ter","presente","coriacea",0.2867142857,"13","rare"
"104","sp004","MR400",7,"MR",400,"ter","presente","coriacea",0.2867142857,"14","rare"
"105","sp004","PR400",0,"PR",400,"ter","presente","coriacea",0.2867142857,"15","rare"
"106","sp004","GR600",22,"GR",600,"ter","presente","coriacea",0.4295714286,"16","rare"
"107","sp004","MR600",0,"MR",600,"ter","presente","coriacea",0.4295714286,"17","rare"
"108","sp004","PR600",0,"PR",600,"ter","presente","coriacea",0.4295714286,"18","rare"
"109","sp004","GR800",2,"GR",800,"ter","presente","coriacea",0.5724285714,"19","rare"
"110","sp004","MR800",6,"MR",800,"ter","presente","coriacea",0.5724285714,"20","rare"
"111","sp004","PR800",0,"PR",800,"ter","presente","coriacea",0.5724285714,"21","rare"
"112","sp004","GR1000",0,"GR",1000,"ter","presente","coriacea",0.7152857143,"22","rare"
"113","sp004","MR1000",0,"MR",1000,"ter","presente","coriacea",0.7152857143,"23","rare"
"114","sp004","PR1000",0,"PR",1000,"ter","presente","coriacea",0.7152857143,"24","rare"
"115","sp004","GR1200",0,"GR",1200,"ter","presente","coriacea",0.8581428571,"25","rare"
"116","sp004","MR1200",0,"MR",1200,"ter","presente","coriacea",0.8581428571,"26","rare"
"117","sp004","PR1200",0,"PR",1200,"ter","presente","coriacea",0.8581428571,"27","rare"
"118","sp004","GR1400",0,"GR",1400,"ter","presente","coriacea",1.001,"28","rare"
"119","sp004","MR1400",0,"MR",1400,"ter","presente","coriacea",1.001,"29","rare"
"120","sp004","PR1400",0,"PR",1400,"ter","presente","coriacea",1.001,"30","rare"
"121","sp005","GR00",0,"GR",0,"ter","ausente","membranacea",0.001,"1","rare"
"122","sp005","MR00",0,"MR",0,"ter","ausente","membranacea",0.001,"2","rare"
"123","sp005","PR00",0,"PR",0,"ter","ausente","membranacea",0.001,"3","rare"
"124","sp005","GR010",0,"GR",10,"ter","ausente","membranacea",0.0081428571,"4","rare"
"125","sp005","MR010",0,"MR",10,"ter","ausente","membranacea",0.0081428571,"5","rare"
"126","sp005","PR010",0,"PR",10,"ter","ausente","membranacea",0.0081428571,"6","rare"
"127","sp005","GR50",0,"GR",50,"ter","ausente","membranacea",0.0367142857,"7","rare"
"128","sp005","MR50",3,"MR",50,"ter","ausente","membranacea",0.0367142857,"8","rare"
"129","sp005","PR50",1,"PR",50,"ter","ausente","membranacea",0.0367142857,"9","rare"
"130","sp005","GR200",0,"GR",200,"ter","ausente","membranacea",0.1438571429,"10","rare"
"131","sp005","MR200",0,"MR",200,"ter","ausente","membranacea",0.1438571429,"11","rare"
"132","sp005","PR200",0,"PR",200,"ter","ausente","membranacea",0.1438571429,"12","rare"
"133","sp005","GR400",0,"GR",400,"ter","ausente","membranacea",0.2867142857,"13","rare"
"134","sp005","MR400",0,"MR",400,"ter","ausente","membranacea",0.2867142857,"14","rare"
"135","sp005","PR400",0,"PR",400,"ter","ausente","membranacea",0.2867142857,"15","rare"
"136","sp005","GR600",0,"GR",600,"ter","ausente","membranacea",0.4295714286,"16","rare"
